2	M01867:48:000000000-A8J85:1:1101:12497:1912
2	M01867:48:000000000-A8J85:1:1101:13684:1916
2	M01867:48:000000000-A8J85:1:1101:14701:1964
2	M01867:48:000000000-A8J85:1:1101:17418:1988
2	M01867:48:000000000-A8J85:1:1101:17572:1951
2	M01867:48:000000000-A8J85:1:1101:19346:1908
2	M01867:48:000000000-A8J85:1:1101:21076:1879
2	M01867:48:000000000-A8J85:1:1101:21516:1933
2	M01867:48:000000000-A8J85:1:1101:22529:1962
2	M01867:48:000000000-A8J85:1:1101:23459:1946
3	M01867:48:000000000-A8J85:1:1107:10282:21507
3	M01867:48:000000000-A8J85:1:1107:10330:20521
3	M01867:48:000000000-A8J85:1:1107:10973:14404
3	M01867:48:000000000-A8J85:1:1107:11664:19290
3	M01867:48:000000000-A8J85:1:1107:12193:21956
3	M01867:48:000000000-A8J85:1:1107:12459:11837
3	M01867:48:000000000-A8J85:1:1107:12830:21565
3	M01867:48:000000000-A8J85:1:1107:14145:11337
3	M01867:48:000000000-A8J85:1:1107:14161:13820
3	M01867:48:000000000-A8J85:1:1107:14484:18488
3	M01867:48:000000000-A8J85:1:1107:15546:17181
3	M01867:48:000000000-A8J85:1:1107:16069:15768
4	M01867:48:000000000-A8J85:1:1107:18373:19537
3	M01867:48:000000000-A8J85:1:1107:19029:22042
3	M01867:48:000000000-A8J85:1:1107:20405:21596
3	M01867:48:000000000-A8J85:1:1107:20989:11457
3	M01867:48:000000000-A8J85:1:1107:21487:22596
3	M01867:48:000000000-A8J85:1:1107:21603:14498
3	M01867:48:000000000-A8J85:1:1107:21930:23282
3	M01867:48:000000000-A8J85:1:1107:22899:15480
3	M01867:48:000000000-A8J85:1:1107:23914:12602
3	M01867:48:000000000-A8J85:1:1107:24238:16617
3	M01867:48:000000000-A8J85:1:1107:26684:20094
3	M01867:48:000000000-A8J85:1:1107:27878:18109
3	M01867:48:000000000-A8J85:1:1107:28110:12606
3	M01867:48:000000000-A8J85:1:1107:28248:11744
3	M01867:48:000000000-A8J85:1:1107:28941:13085
3	M01867:48:000000000-A8J85:1:1107:2919:11345
3	M01867:48:000000000-A8J85:1:1107:4905:17199
3	M01867:48:000000000-A8J85:1:1107:5191:15149
3	M01867:48:000000000-A8J85:1:1107:6144:19455
3	M01867:48:000000000-A8J85:1:1107:6278:16207
3	M01867:48:000000000-A8J85:1:1107:6964:11536
3	M01867:48:000000000-A8J85:1:1107:8069:20709
3	M01867:48:000000000-A8J85:1:1107:8179:14660
4	M01867:48:000000000-A8J85:1:1107:9102:18575
4	M01867:48:000000000-A8J85:1:1108:14015:14823
3	M01867:48:000000000-A8J85:1:1108:14397:10125
3	M01867:48:000000000-A8J85:1:1108:14703:14269
4	M01867:48:000000000-A8J85:1:1108:15209:8128
3	M01867:48:000000000-A8J85:1:1108:16184:14125
3	M01867:48:000000000-A8J85:1:1108:16706:6581
3	M01867:48:000000000-A8J85:1:1108:16752:14488
3	M01867:48:000000000-A8J85:1:1108:17992:15489
3	M01867:48:000000000-A8J85:1:1108:18558:10218
4	M01867:48:000000000-A8J85:1:1108:18847:5426
4	M01867:48:000000000-A8J85:1:1108:19793:9153
3	M01867:48:000000000-A8J85:1:1108:21171:3663
3	M01867:48:000000000-A8J85:1:1108:22229:5151
3	M01867:48:000000000-A8J85:1:1108:22863:14970
3	M01867:48:000000000-A8J85:1:1108:23740:5493
4	M01867:48:000000000-A8J85:1:1108:24413:4604
3	M01867:48:000000000-A8J85:1:1108:25720:8863
3	M01867:48:000000000-A8J85:1:1108:26735:6830
3	M01867:48:000000000-A8J85:1:1108:27526:10278
3	M01867:48:000000000-A8J85:1:1108:27867:10589
3	M01867:48:000000000-A8J85:1:1108:28793:14910
3	M01867:48:000000000-A8J85:1:1108:4531:11690
3	M01867:48:000000000-A8J85:1:1108:6098:15131
3	M01867:48:000000000-A8J85:1:1108:6152:9801
4	M01867:48:000000000-A8J85:1:1108:6683:9303
3	M01867:48:000000000-A8J85:1:1108:8344:8828
3	M01867:48:000000000-A8J85:1:1108:8597:7543
3	M01867:48:000000000-A8J85:1:1108:9791:3043
1	M01867:48:000000000-A8J85:1:2113:16280:23303
1	M01867:48:000000000-A8J85:1:2113:9117:23657
1	M01867:48:000000000-A8J85:1:2114:10878:3624
1	M01867:48:000000000-A8J85:1:2114:11058:7860
1	M01867:48:000000000-A8J85:1:2114:12133:3961
1	M01867:48:000000000-A8J85:1:2114:12177:11677
1	M01867:48:000000000-A8J85:1:2114:12928:13796
1	M01867:48:000000000-A8J85:1:2114:13617:11949
1	M01867:48:000000000-A8J85:1:2114:14503:11159
1	M01867:48:000000000-A8J85:1:2114:14585:9082
1	M01867:48:000000000-A8J85:1:2114:14598:8944
1	M01867:48:000000000-A8J85:1:2114:15789:17686
1	M01867:48:000000000-A8J85:1:2114:16113:11133
1	M01867:48:000000000-A8J85:1:2114:16162:21698
1	M01867:48:000000000-A8J85:1:2114:16490:13411
1	M01867:48:000000000-A8J85:1:2114:17375:9460
1	M01867:48:000000000-A8J85:1:2114:17869:16210
1	M01867:48:000000000-A8J85:1:2114:17980:7204
1	M01867:48:000000000-A8J85:1:2114:19439:7709
1	M01867:48:000000000-A8J85:1:2114:19492:20968
1	M01867:48:000000000-A8J85:1:2114:19507:16150
1	M01867:48:000000000-A8J85:1:2114:19551:21240
1	M01867:48:000000000-A8J85:1:2114:19558:22517
1	M01867:48:000000000-A8J85:1:2114:19882:17723
1	M01867:48:000000000-A8J85:1:2114:20023:10700
1	M01867:48:000000000-A8J85:1:2114:20785:12631
1	M01867:48:000000000-A8J85:1:2114:21613:14863
1	M01867:48:000000000-A8J85:1:2114:21765:18933
1	M01867:48:000000000-A8J85:1:2114:22477:23022
1	M01867:48:000000000-A8J85:1:2114:22563:3649
1	M01867:48:000000000-A8J85:1:2114:23045:9379
1	M01867:48:000000000-A8J85:1:2114:23431:18275
1	M01867:48:000000000-A8J85:1:2114:23721:16956
1	M01867:48:000000000-A8J85:1:2114:23872:10340
1	M01867:48:000000000-A8J85:1:2114:24435:17438
1	M01867:48:000000000-A8J85:1:2114:24497:16348
1	M01867:48:000000000-A8J85:1:2114:25086:13533
1	M01867:48:000000000-A8J85:1:2114:25209:14620
1	M01867:48:000000000-A8J85:1:2114:27064:13562
1	M01867:48:000000000-A8J85:1:2114:2907:13908
1	M01867:48:000000000-A8J85:1:2114:3574:13756
1	M01867:48:000000000-A8J85:1:2114:5214:10527
1	M01867:48:000000000-A8J85:1:2114:5302:11671
1	M01867:48:000000000-A8J85:1:2114:6274:3294
1	M01867:48:000000000-A8J85:1:2114:6368:13861
1	M01867:48:000000000-A8J85:1:2114:6672:15937
1	M01867:48:000000000-A8J85:1:2114:6728:20401
1	M01867:48:000000000-A8J85:1:2114:6891:9949
1	M01867:48:000000000-A8J85:1:2114:6981:15870
1	M01867:48:000000000-A8J85:1:2114:7915:18547
1	M01867:48:000000000-A8J85:1:2114:8231:9656
1	M01867:48:000000000-A8J85:1:2114:8748:5767
1	M01867:48:000000000-A8J85:1:2114:9089:3787
1	M01867:48:000000000-A8J85:1:2114:9815:19535
1	M01867:48:000000000-A8J85:1:2114:9955:11693
1	M01867:48:000000000-A8J85:1:2115:15599:8268
1	M01867:48:000000000-A8J85:1:2115:18733:3274
1	M01867:48:000000000-A8J85:1:2115:18913:2295
1	M01867:48:000000000-A8J85:1:2115:23674:5632
1	M01867:48:000000000-A8J85:1:2115:24425:5081
1	M01867:48:000000000-A8J85:1:2115:5420:6813
1	M01867:48:000000000-A8J85:1:2115:7254:5186
1	M01867:48:000000000-A8J85:1:2115:7396:5507
1	M01867:48:000000000-A8J85:1:2115:8319:6155
1	M01867:48:000000000-A8J85:1:2115:8526:5145
